       1	  3.02775e-007	             0	       0.11771	       0.64656	             0	      0.421596	     -0.327212	     -0.845688	  3.02775e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       2	  3.95563e-007	             0	     -0.132336	      0.611185	             0	     -0.042042	      0.116668	     -0.992281	  3.95563e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       3	  1.82423e-007	             0	     0.0591703	      0.787249	             0	      0.184647	     0.0159416	     -0.982676	  1.82423e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       4	   1.4496e-007	             0	    -0.0606382	      0.867759	             0	      0.319451	     -0.807455	      -0.49595	   1.4496e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       5	  6.57947e-007	             0	     0.0886901	      0.695182	             0	      0.632173	     -0.127529	      -0.76426	  6.57947e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       6	  6.61879e-007	             0	     -0.103711	      0.639399	             0	     -0.450881	      0.644943	     -0.617053	  6.61879e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       7	  7.10139e-007	             0	    0.00611534	       0.60188	 -5.55112e-017	      0.563296	      0.371722	     -0.737916	  7.10139e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       8	  5.86744e-007	             0	      0.130738	      0.838889	             0	      0.502775	      0.684907	      -0.52737	  5.86744e-007	             0	             0	             0	             0	             0	             0	             0	             0	
       9	  8.36873e-007	             0	    -0.0444782	      0.856959	             0	    -0.0398088	       0.96006	     -0.276948	  8.36873e-007	             0	             0	             0	             0	             0	             0	             0	             0	
      10	   8.7888e-007	             0	     0.0407318	      0.616124	             0	      0.233309	       0.82653	     -0.512264	   8.7888e-007	             0	             0	             0	             0	             0	             0	             0	             0	
      11	  5.83218e-007	             0	     0.0832415	      0.620752	             0	     -0.470008	      0.672995	     -0.571112	  5.83218e-007	             0	             0	             0	             0	             0	             0	             0	             0	
      12	  7.45611e-007	             0	     0.0283137	      0.532434	             0	     -0.326448	     -0.694254	     -0.641438	  7.45611e-007	             0	             0	             0	             0	             0	             0	             0	             0	
      13	  9.02914e-007	             0	     -0.160414	      0.644735	             0	     0.0577898	       0.71306	     -0.698717	  9.02914e-007	             0	             0	             0	             0	             0	             0	             0	             0	
      14	  6.23696e-007	             0	     0.0870717	        0.7662	             0	     -0.238634	      0.712157	     -0.660216	  6.23696e-007	             0	             0	             0	             0	             0	             0	             0	             0	
