       1	  7.90892e-008	             0	     -0.122731	      0.390597	  2.77556e-017	      0.550376	     -0.692026	      0.467104	  7.90892e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       2	  3.25594e-008	             0	      0.105331	     -0.299146	             0	     -0.582162	     -0.610542	       0.53696	  3.25594e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       3	   7.1601e-008	             0	     -0.400724	     0.0367669	 -2.77556e-017	     -0.037936	     -0.285305	      0.957686	   7.1601e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       4	  7.73265e-009	             0	      0.297411	      0.242465	             0	    -0.0247657	     -0.653285	      0.756707	  7.73265e-009	             0	             0	             0	             0	             0	             0	             0	             0	
       5	  2.54036e-008	             0	      0.374496	      0.218038	             0	      0.307242	     -0.588113	      0.748148	  2.54036e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       6	  1.72353e-008	             0	     -0.429653	      0.112876	 -4.44089e-016	     -0.311059	     -0.180093	      0.933171	  1.72353e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       7	  5.26737e-008	             0	    -0.0261376	      0.236862	             0	     -0.384583	      0.315516	      0.867494	  5.26737e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       8	  6.51071e-008	             0	      0.356553	     0.0849788	    6.245e-017	     -0.718135	      0.667829	      0.195668	  6.51071e-008	             0	             0	             0	             0	             0	             0	             0	             0	
       9	  2.99844e-008	             0	     0.0775004	    0.00492416	             0	      0.356476	     0.0202427	      0.934085	  2.99844e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      10	   8.3253e-008	             0	      0.113844	      0.372404	  5.55112e-017	      0.152403	     -0.949033	      0.275879	   8.3253e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      11	  7.87559e-008	             0	     -0.163029	      0.221219	 -2.77556e-017	    -0.0575771	     -0.712795	      0.699005	  7.87559e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      12	  7.16716e-008	             0	     0.0949805	      0.268675	  5.55112e-017	      0.128183	    -0.0879291	      0.987845	  7.16716e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      13	  5.28547e-008	             0	    0.00486403	   -0.00011354	 -5.55112e-017	     -0.881572	     -0.372555	      0.289883	  5.28547e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      14	    3.472e-008	             0	      0.396579	     -0.138634	             0	      0.392183	      0.610085	      0.688468	    3.472e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      15	  3.37585e-008	             0	      0.428543	    -0.0692214	  4.51028e-017	      0.283236	      0.800419	      0.528305	  3.37585e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      16	  8.26654e-008	             0	      0.132612	      0.477871	  6.93889e-017	     -0.392653	      0.771151	      0.501149	  8.26654e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      17	  1.54482e-008	             0	    -0.0245532	      0.293258	             0	      0.617401	      0.451758	      0.643996	  1.54482e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      18	  4.08256e-008	             0	      0.452567	      0.199545	  8.32667e-017	     -0.612681	     -0.710366	      0.346414	  4.08256e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      19	  8.65296e-008	             0	    -0.0330289	      0.491945	  5.55112e-017	     -0.282364	      -0.75784	      0.588174	  8.65296e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      20	  2.87437e-008	             0	      0.125701	     -0.226812	  1.11022e-016	     0.0339292	      0.494307	      0.868625	  2.87437e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      21	  3.75691e-008	             0	    -0.0986255	      0.298567	  1.11022e-016	       0.12454	     -0.859345	         0.496	  3.75691e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      22	  7.43258e-008	             0	      0.173196	      0.448804	  1.11022e-016	     -0.127442	     -0.824057	      0.551987	  7.43258e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      23	  6.41085e-008	             0	      0.180349	      0.323751	  5.55112e-017	      0.215649	      0.578698	      0.786514	  6.41085e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      24	  2.51219e-008	             0	     -0.108579	      0.247916	  2.22045e-016	      0.437264	     -0.675021	      0.594261	  2.51219e-008	             0	             0	             0	             0	             0	             0	             0	             0	
      25	   6.6649e-008	             0	     0.0887107	     0.0394774	             0	    -0.0465965	     -0.676624	      0.734853	   6.6649e-008	             0	             0	             0	             0	             0	             0	             0	             0	
